Subspecies Name,Scientific Name,Region,Physical Characteristics,Coat Variations,Image Path
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\37BTXNDFDTNF_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\38.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\39.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3989J8KDJWBW.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\39BK01SUIKLL.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\39BK01SUIKLL_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3BU12KZ6J1VK.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3EX0LIJ4VFB3.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3FS0HAHEHYUX.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3HDPG1QOR1TH.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3HDPG1QOR1TH_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3I0G3CJ0ESFK.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3I0G3CJ0ESFK_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3JFG86WHOFKK.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3JFG86WHOFKK_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3L1K5D0IPOBA.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3MA9HNILI20Z.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3NSBLY6FL5YT.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3NSBLY6FL5YT_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3R94871IQKB9.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3R94871IQKB9_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3TXA76VMZLOT.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3TXA76VMZLOT_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3UTU9TB439B5_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3V06VZ2ANGC8.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3VL9IVQVTUW9.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3VL9IVQVTUW9_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3YRN6FFP3GYI.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3ZBYW3Z37UMQ.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3ZED543OR3ZN.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\3ZED543OR3ZN_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\40.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\41.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\42.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4220RAH69697.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\42UVO14W25H6.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\43.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\44.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\44RM2XIV7TUC.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\44RM2XIV7TUC_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\45.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\45VY8YV46EDK.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\45VY8YV46EDK_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\46.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\47.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\48.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\49.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4A3C5X5OOJV3.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4A3C5X5OOJV3_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4ARHDB51FABJ.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4ARHDB51FABJ_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4BUZVJ02UF0F.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4BUZVJ02UF0F_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4D2WZD2ZRW07_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4DED8LKDTFTN.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4DED8LKDTFTN_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4EHCTP0VIK2R.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4H7G96H976F7.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4H7G96H976F7_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4IGOZ54Z9PT6.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4OO4GWVDW43T.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4OWAY9R8ZYPB.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4Q6H83SH3530.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4QCTBG3FFOTZ.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4QCTBG3FFOTZ_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4SXVR43SF8SF.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4TFE0FXQDOM7.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4TFE0FXQDOM7_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4TRBN9891KQ6.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4TRBN9891KQ6_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4TZDU96D1CWA.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4V70BUGHL7Q4.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4XH29PD4EW1J.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4Y5U33Q325TF_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\4Z3LFS0PJB45.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\5.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\50.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\508DF3S4YXVO.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\508DF3S4YXVO_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\50FGW6C6LNW9.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\50FGW6C6LNW9_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\51.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\51VISYU2GCQW.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\52.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\52Z0R70S8PMK.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\53.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\54.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\55.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\56.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\57.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\57QZVC6N4M5Q.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\57QZVC6N4M5Q_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\58.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\581NJ9MBHZVX.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\59.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\59J3VRXDAWCO.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\59J3VRXDAWCO_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\5BM1ZOJ7V5HS.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\5BM1ZOJ7V5HS_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\5CR6TM5FLLWV.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\5DM2L0UOFIZJ.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\5F8KXL45LEQQ.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\5F8KXL45LEQQ_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\5FDRUPJSAOGN.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\5FVXFL1FZV1B.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",images\Arctic Wolf\5FVXFL1FZV1B_aug.jpg
